CustomerID,LeadDate,LeadSource,Status,PurchaseAmount,SatisfactionScore,Message,Sentiment,Product,is_conversion,is_churn
CUST0029,23/01/02 4:00,وب‌سایت,لغو,0,4,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,1
CUST0030,23/01/02 5:00,ارجاع مشتری,لغو,0,2,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM شش‌ماهه,0,1
CUST0031,23/01/02 6:00,اینستاگرام,فعال,0,3,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",منفی,ماژول گزارش‌گیری پیشرفته,0,0
CUST0032,23/01/02 7:00,ارجاع مشتری,فعال,0,3,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,اشتراک CRM یک‌ماهه,0,0
CUST0033,23/01/02 8:00,تبلیغ گوگل,لغو,0,4,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,1
CUST0034,23/01/02 9:00,تبلیغ گوگل,فعال,0,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,ماژول گزارش‌گیری پیشرفته,0,0
CUST0035,23/01/02 10:00,نمایشگاه,فعال,0,2,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0036,23/01/02 11:00,نمایشگاه,خرید,0,5,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0037,23/01/02 12:00,نمایشگاه,خرید,10000000,4,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0038,23/01/02 13:00,وب‌سایت,فعال,0,4,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,ماژول گزارش‌گیری پیشرفته,0,0
CUST0039,23/01/02 14:00,نمایشگاه,خرید,0,4,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0040,23/01/02 15:00,وب‌سایت,لغو,0,3,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",خنثی,اشتراک CRM یک‌ساله,0,1
CUST0041,23/01/02 16:00,نمایشگاه,لغو,0,2,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",خنثی,ماژول اتوماسیون بازاریابی,0,1
CUST0042,23/01/02 17:00,وب‌سایت,خرید,10000000,4,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0043,23/01/02 18:00,ارجاع مشتری,خرید,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0044,23/01/02 19:00,ارجاع مشتری,خرید,0,4,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,اشتراک CRM شش‌ماهه,1,0
CUST0045,23/01/02 20:00,تبلیغ گوگل,فعال,0,3,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0046,23/01/02 21:00,وب‌سایت,فعال,0,5,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0047,23/01/02 22:00,اینستاگرام,خرید,10000000,4,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,ماژول گزارش‌گیری پیشرفته,1,0
CUST0048,23/01/02 23:00,تبلیغ گوگل,لغو,0,1,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,1
CUST0049,23/01/03 0:00,ارجاع مشتری,فعال,0,3,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0050,23/01/03 1:00,وب‌سایت,خرید,10000000,4,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0051,23/01/03 2:00,نمایشگاه,خرید,0,4,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,اشتراک CRM یک‌ساله,1,0
CUST0052,23/01/03 3:00,اینستاگرام,خرید,0,3,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0053,23/01/03 4:00,ارجاع مشتری,لغو,0,5,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",منفی,اشتراک CRM یک‌ساله,0,1
CUST0054,23/01/03 5:00,تبلیغ گوگل,خرید,3500000,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,اشتراک CRM یک‌ماهه,1,0
CUST0055,23/01/03 6:00,وب‌سایت,فعال,0,3,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,اشتراک CRM یک‌ماهه,0,0
CUST0056,23/01/03 7:00,اینستاگرام,فعال,0,5,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",خنثی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0057,23/01/03 8:00,وب‌سایت,خرید,0,5,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0058,23/01/03 9:00,نمایشگاه,فعال,0,4,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",خنثی,اشتراک CRM شش‌ماهه,0,0
CUST0059,23/01/03 10:00,تبلیغ گوگل,لغو,0,5,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,اشتراک CRM یک‌ماهه,0,1
CUST0060,23/01/03 11:00,وب‌سایت,خرید,0,1,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,ماژول گزارش‌گیری پیشرفته,1,0
CUST0061,23/01/03 12:00,ارجاع مشتری,لغو,0,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,1
CUST0062,23/01/03 13:00,تبلیغ گوگل,فعال,0,3,"پشتیبانی خیلی مودب و پیگیر بود، هرچند برای رفع مشکل اصلی باید چند روز صبر می‌کردیم و همین برامون دردسر شد.",مثبت,ماژول گزارش‌گیری پیشرفته,0,0
CUST0063,23/01/03 14:00,ارجاع مشتری,فعال,0,2,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",منفی,ماژول مدیریت تیکت پشتیبانی,0,0
CUST0064,23/01/03 15:00,وب‌سایت,لغو,0,2,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",مثبت,ماژول گزارش‌گیری پیشرفته,0,1
CUST0065,23/01/03 16:00,تبلیغ گوگل,لغو,0,3,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,ماژول اتوماسیون بازاریابی,0,1
CUST0066,23/01/03 17:00,ارجاع مشتری,خرید,3500000,3,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",منفی,ماژول گزارش‌گیری پیشرفته,1,0
CUST0067,23/01/03 18:00,نمایشگاه,خرید,10000000,3,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0068,23/01/03 19:00,نمایشگاه,لغو,0,2,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",مثبت,اشتراک CRM یک‌ماهه,0,1
CUST0069,23/01/03 20:00,وب‌سایت,خرید,0,3,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0070,23/01/03 21:00,تبلیغ گوگل,فعال,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,اشتراک CRM یک‌ماهه,0,0
CUST0071,23/01/03 22:00,اینستاگرام,فعال,0,3,"از یک طرف امکانات نرم‌افزار واقعاً جامع و کاربردیه، اما کندی سرعت و قطعی‌های مکرر باعث شده تیمم دل‌سرد بشه.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0072,23/01/03 23:00,تبلیغ گوگل,خرید,5000000,3,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0073,23/01/04 0:00,نمایشگاه,لغو,0,4,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول گزارش‌گیری پیشرفته,0,1
CUST0074,23/01/04 1:00,ارجاع مشتری,خرید,10000000,5,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",مثبت,اشتراک CRM یک‌ساله,1,0
CUST0075,23/01/04 2:00,اینستاگرام,لغو,0,4,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",منفی,اشتراک CRM یک‌ساله,0,1
CUST0076,23/01/04 3:00,وب‌سایت,خرید,0,3,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0077,23/01/04 4:00,اینستاگرام,لغو,0,4,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,اشتراک CRM یک‌ساله,0,1
CUST0078,23/01/04 5:00,وب‌سایت,لغو,0,2,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,ماژول مدیریت تیکت پشتیبانی,0,1
CUST0079,23/01/04 6:00,اینستاگرام,لغو,0,2,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,اشتراک CRM شش‌ماهه,0,1
CUST0080,23/01/04 7:00,وب‌سایت,خرید,0,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,ماژول اتوماسیون بازاریابی,1,0
CUST0081,23/01/04 8:00,وب‌سایت,لغو,0,5,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,ماژول گزارش‌گیری پیشرفته,0,1
CUST0082,23/01/04 9:00,اینستاگرام,خرید,0,2,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,اشتراک CRM شش‌ماهه,1,0
CUST0083,23/01/04 10:00,اینستاگرام,فعال,0,1,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM یک‌ساله,0,0
CUST0084,23/01/04 11:00,وب‌سایت,فعال,0,2,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,ماژول گزارش‌گیری پیشرفته,0,0
CUST0085,23/01/04 12:00,نمایشگاه,لغو,0,5,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",منفی,اشتراک CRM شش‌ماهه,0,1
CUST0086,23/01/04 13:00,اینستاگرام,خرید,0,4,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,اشتراک CRM یک‌ماهه,1,0
CUST0087,23/01/04 14:00,تبلیغ گوگل,خرید,2000000,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",مثبت,اشتراک CRM یک‌ساله,1,0
CUST0088,23/01/04 15:00,ارجاع مشتری,لغو,0,4,"احساس کلی مثبته، اما نگرانی داریم که در بلندمدت پشتیبانی نتونه همین کیفیت رو حفظ کنه.",منفی,اشتراک CRM شش‌ماهه,0,1
CUST0089,23/01/04 16:00,وب‌سایت,خرید,2000000,4,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0090,23/01/04 17:00,وب‌سایت,لغو,0,4,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,اشتراک CRM یک‌ماهه,0,1
CUST0091,23/01/04 18:00,ارجاع مشتری,خرید,0,2,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,اشتراک CRM یک‌ساله,1,0
CUST0092,23/01/04 19:00,نمایشگاه,خرید,3500000,5,"ماژول اتوماسیون بازاریابی عالیه و صرفه‌جویی زیادی ایجاد کرد، با این حال هنوز چند باگ جدی وجود داره.",مثبت,ماژول اتوماسیون بازاریابی,1,0
CUST0093,23/01/04 20:00,ارجاع مشتری,فعال,0,3,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0094,23/01/04 21:00,اینستاگرام,لغو,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",منفی,اشتراک CRM یک‌ساله,0,1
CUST0095,23/01/04 22:00,ارجاع مشتری,خرید,0,1,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",منفی,ماژول مدیریت تیکت پشتیبانی,1,0
CUST0096,23/01/04 23:00,وب‌سایت,خرید,3500000,3,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",منفی,ماژول اتوماسیون بازاریابی,1,0
CUST0097,23/01/05 0:00,ارجاع مشتری,لغو,0,3,"محیط کاربری زیبا و ساده طراحی شده، اما بعضی تنظیمات پیچیده‌ست و وقت زیادی گرفت تا یاد بگیریم.",منفی,ماژول اتوماسیون بازاریابی,0,1
CUST0098,23/01/05 1:00,تبلیغ گوگل,لغو,0,4,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",خنثی,ماژول اتوماسیون بازاریابی,0,1
CUST0099,23/01/05 2:00,اینستاگرام,فعال,0,1,"کیفیت پاسخ‌ها نسبت به دفعات اول بهتر شده، اما هنوز بعضی تیکت‌ها نیمه‌کاره بسته می‌شن.",مثبت,ماژول گزارش‌گیری پیشرفته,0,0
CUST0100,23/01/05 3:00,ارجاع مشتری,لغو,0,4,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",مثبت,ماژول گزارش‌گیری پیشرفته,0,1
CUST0101,23/01/05 4:00,وب‌سایت,خرید,10000000,2,"تمدید اشتراک هزینه زیادی برامون داشت، ولی چون تیم به نرم‌افزار وابسته شده مجبور شدیم تمدید کنیم.",مثبت,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),1,0
CUST0102,23/01/05 5:00,اینستاگرام,خرید,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,ماژول اتوماسیون بازاریابی,1,0
CUST0103,23/01/05 6:00,وب‌سایت,فعال,0,5,"از خرید راضی هستم، ولی اینکه هر بار برای فعال‌سازی دوباره باید با پشتیبانی تماس بگیرم آزاردهنده‌ست.",منفی,پکیج کامل CRM (فروش+بازاریابی+پشتیبانی),0,0
CUST0104,23/01/05 7:00,نمایشگاه,فعال,0,4,"قیمت اشتراک نسبت به رقبا بالاتره، با این حال ماژول گزارش‌گیری باعث شد تحلیل‌هامون خیلی بهتر بشه.",مثبت,اشتراک CRM یک‌ماهه,0,0
CUST0105,23/01/05 8:00,تبلیغ گوگل,فعال,0,4,"به نظر می‌رسه تیم فروش خیلی حرفه‌ای عمل می‌کنه، اما زمان تحویل ماژول‌های سفارشی طولانی‌تر از انتظار بود.",منفی,ماژول اتوماسیون بازاریابی,0,0
